Avg_ret,Prob_Win,Trade_num,Avg_Hold_days,Annual_Ret,minRet,maxRet,GL_ratio,n,m
0.047115306,0.53373768,4143,94,0.126309119,-0.708060937,2.664071649,1.47631244,94,2
