Avg_ret,Prob_Win,Trade_num,Avg_Hold_days,Annual_Ret,minRet,maxRet,GL_ratio,n,m
0.007686413,0.497577519,2073,9,0.215219565,-0.264143145,0.727551618,1.329334182,9,1
