Avg_ret,Prob_Win,Trade_num,Avg_Hold_days,Annual_Ret,minRet,maxRet,GL_ratio,n
0.005340334,0.466424199,11420,14,0.096126006,-0.34231767,0.9070375,1.370173424,14
